comboId,facetId,facetName,conceptId,conceptName,rdId,rdLabel,rdType,cuiMap,documentToCui,scopeNotes,lifecycleStage
conditionfidp8649,condition,Conditions,fidp8649,Vaginal Yeast Infection,uf7069,yeast vaginitis,Condition,,,,Active
conditionfidp2573,condition,Conditions,fidp2573,Vaginismus,uf8637,vaginismus,Symptom,,,,Active
conditionfidp9547,condition,Conditions,fidp9547,Vaginitis,,,,,,MULTI,Active
conditionfidp3254,condition,Conditions,fidp3254,Valley Fever,,,,,za1349,,Active
conditionfidp2574,condition,Conditions,fidp2574,Vancomycin-Resistant Enterococci (VRE),,,,,abn3021 ,,Active
conditionfidp8642,condition,Conditions,fidp8642,Variceal Bleeding,,,,,,"BROAD (aa81227,uf4476,aa87512)",Active
conditionfidp1419,condition,Conditions,fidp1419,Varicose Veins,ut2528,varicose veins,Condition,,,,Active
conditionfidp9548,condition,Conditions,fidp9548,Vasculitis,,,,,abq3686,,Active
conditionfidp127,condition,Conditions,fidp127,Venous Insufficiency,,,,,abk5486 ,,Active
conditionfidp9549,condition,Conditions,fidp9549,Ventricular Septal Defect (VSD),abo4080,ventricular septal defect,Condition,,,,Active
conditionfidp8643,condition,Conditions,fidp8643,Ventricular Tachycardia (V-Tach),,,,,te7875spec,,Active
conditionfidp1899,condition,Conditions,fidp1899,Vertigo,te8215,vertigo,Symptom,,,,Active
conditionfidp8708,condition,Conditions,fidp8708,Vesicoureteral Reflux (VUR),,,,,abq4571,,Active
conditionfidp2578,condition,Conditions,fidp2578,Viral Infections,abn3526,viral infection,Condition,,,,Active
conditionfidp9550,condition,Conditions,fidp9550,Viral Meningitis,zb1374,viral meningitis,Condition,,,,Active
conditionfidp519,condition,Conditions,fidp519,Vision Problems,,,,,,BROAD,Active
conditionfidp9551,condition,Conditions,fidp9551,Vitamin D Deficiency,gapdoc00100,vitamin D deficiency,Condition,,,,Active
conditionfidp2579,condition,Conditions,fidp2579,Vitiligo,ut3081,vitiligo,Condition,,,,Active
conditionfidp1421,condition,Conditions,fidp1421,Voice Problems,,,,,,BROAD,Active
conditionfidp9552,condition,Conditions,fidp9552,Volvulus,abo3071,volvulus,Condition,,,,Active
conditionfidp9553,condition,Conditions,fidp9553,Von Willebrand's Disease,,,,C0042974,,,Active
conditionfidp3078,condition,Conditions,fidp3078,Vulvar Dermatitis,tw12153,vulvar dermatitis,Symptom,,,,Active
conditionfidp9554,condition,Conditions,fidp9554,Vulvar Pain (Vulvodynia),uf7099,vulvodynia (vulvar pain),Symptom,,,,Active
conditionfidp430,condition,Conditions,fidp430,Warts,,,,,,MULTI,Active
conditionfidp3037,condition,Conditions,fidp3037,Hydrocephalus,,,,,abo1125,,Active
conditionfidp9555,condition,Conditions,fidp9555,Water Warts (Molluscum Contagiosum),zc1599,molluscum contagiosum,Condition,,,,Active
conditionfidp9556,condition,Conditions,fidp9556,Weakness,,,,,abq6157,,Active
conditionfidp588,condition,Conditions,fidp588,Wernicke-Korsakoff Syndrome (WKS),,,,C0349464,,,Active
conditionfidp9557,condition,Conditions,fidp9557,West Nile Encephalitis,tw12346,west nile encephalitis (not W.N. Fever),Condition,,,,Active
conditionfidp157,condition,Conditions,fidp157,West Nile Virus,abo5809,west nile virus/fever,Condition,,,,Active
conditionfidp8644,condition,Conditions,fidp8644,Wheezing,bo1026,wheezing/bronchoconstriction,Symptom,,,,Active
conditionfidp1272,condition,Conditions,fidp1272,Whiplash,gapdoc00190,whiplash (S),Condition,,,,Active
conditionfidp9558,condition,Conditions,fidp9558,Whipple Disease,,,,C0023788,,,Active
conditionfidp9559,condition,Conditions,fidp9559,Whooping Cough (Pertussis),uh4660,pertussis (whooping cough),Condition,,,,Active
conditionfidp9107,condition,Conditions,fidp9107,Wilms Tumor,,,,C0027708,,,Active
conditionfidp9560,condition,Conditions,fidp9560,Wilson's Disease,,,,C0019202,,,Active
conditionfidp9561,condition,Conditions,fidp9561,Wisdom Tooth Problems,,,,,hw172025 ,,Active
conditionfidp1538,condition,Conditions,fidp1538,Wolff-Parkinson-White Syndrome (WPW),abo7611,Wolff-Parkinson-White Syndrome,Condition,,,,Active
conditionfidp2583,condition,Conditions,fidp2583,Wrist Injuries and Problems,,,,,,BROAD,Active
conditionfidp3080,condition,Conditions,fidp3080,Wrist Sprain,uf7611,wrist sprain,Condition,,,,Active
conditionfidp9562,condition,Conditions,fidp9562,Wrist Tendinitis,ut2047,"tenosynovitis, wrist (general) [for De Quervain's, use abk9785]",Condition,,,,Active
conditionfidp15,condition,Conditions,fidp15,Yaws,,,,C0043388,,,Active
conditionfidp8709,condition,Conditions,fidp8709,Yellow Fever,,,,C0043395,,,Active
conditionfidp9563,condition,Conditions,fidp9563,Yersiniosis,abk7145,yersiniosis,Condition,,,,Active
conditionfidp1689,condition,Conditions,fidp1689,Zollinger-Ellison Syndrome (ZES),,,,C0043515,,,Active
